/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C1884AA_TBAOH500_140_768.36_-784.45_6.91883_20191213_002456.jpg TCSAD  1.0 0.43929597701149425 0.6538461538461539 0.7478448275862069 0.3 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C2036AM_TBAOH500_241_315.901_-163.286_11.3449_20191214_204217.jpg TCSAD  1.0 0.5305316091954023 0.573076923076923 0.09123563218390805 0.05961538461538462 1.0 0.7722701149425287 0.6961538461538461 0.11494252873563218 0.07307692307692308 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B2073AC_TBAOH500_108_-389.461_-220.23_23.7183_20191115_031233.jpg TCSAD  1.0 0.49604885057471265 0.7038461538461538 0.039511494252873564 0.39807692307692305 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9A2910AE_TBAOH500_1_-534.146_728.816_10.6118_20191021_111544.jpg TCSAD  1.0 0.5190373563218391 0.5514423076923077 0.09410919540229885 0.1375 1.0 0.35272988505747127 0.32740384615384616 0.08333333333333333 0.04519230769230769 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B2380AJ_TBAOH500_106_-258.823_-206.701_15.4709_20191117_044358.jpg TCSAD  1.0 0.5506465517241379 0.5379807692307692 0.09410919540229885 0.11634615384615385 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C2147AG_TBAOH500_68_-449.233_253.355_10.6071_20191214_135343.jpg TCSAD  1.0 0.5265804597701149 0.38605769230769227 0.1221264367816092 0.3278846153846154 1.0 0.6232040229885057 0.09182692307692308 0.09410919540229885 0.16826923076923078 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C1615AN_TBAOH800_300_-80.8032_-264.7_22.2962_20191212_014001.jpg TCSAD  1.0 0.5341235632183908 0.4706730769230769 0.05387931034482758 0.09326923076923077 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9A2903AN_TBAOH800_113_445.269_375.605_13.9203_20191021_182757.jpg TCSAD  1.0 0.49568965517241376 0.4730769230769231 0.0603448275862069 0.08269230769230769 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9A3643AJ_TBAOH800_117_1025.82_-826.335_6.32916_20191026_004413.jpg TCSAD  1.0 0.5298132183908046 0.46971153846153846 0.07830459770114942 0.07403846153846154 1.0 0.3570402298850575 0.6567307692307692 0.05747126436781609 0.06346153846153846 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C1928AH_TBAOH500_377_632.929_-394.932_11.2887_20191213_133633.jpg TCSAD  1.0 0.5621408045977012 0.5706730769230769 0.07543103448275862 0.14326923076923076 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9A4634AC_TBAOH800_22_417.348_1100.66_5.96032_20191101_011513.jpg TCSAD  1.0 0.5046695402298851 0.4293269230769231 0.05100574712643678 0.08557692307692308 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C1334AS_TBAOH500_450_-318.535_609.731_12.678_20191211_185804.jpg TCSAD  1.0 0.5226293103448276 0.5721153846153846 0.20761494252873564 0.35384615384615387 1.0 0.742816091954023 0.6283653846153846 0.1221264367816092 0.2721153846153846 1.0 0.927801724137931 0.7052884615384616 0.10272988505747127 0.18942307692307692 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B2242AQ_TBAOH500_28_-847.574_-496.595_37.7316_20191116_083807.jpg TCSAD  1.0 0.516882183908046 0.5120192307692308 0.3426724137931034 0.3682692307692308 1.0 0.43354885057471265 0.17788461538461536 0.1314655172413793 0.1596153846153846 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C1721AD_TBAOH800_495_-1024.91_-513.084_44.3616_20191215_095128.jpg TCSAD  1.0 0.14044540229885058 0.6519230769230768 0.27801724137931033 0.28076923076923077 1.0 0.5165229885057472 0.43701923076923077 0.43103448275862066 0.4028846153846154 1.0 0.8882902298850575 0.20528846153846156 0.22341954022988506 0.3855769230769231 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B1392AT_TBAOH500_145_-320.413_-306.778_9.8203_20191111_082911.jpg TCSAD  1.0 0.5186781609195402 0.4600961538461539 0.03735632183908046 0.08365384615384615 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9A3664AM_TBAOH800_128_223.803_158.178_13.2482_20191026_124757.jpg TCSAD  1.0 0.45079022988505746 0.6024038461538461 0.07686781609195402 0.22596153846153846 1.0 0.38685344827586204 0.7725961538461539 0.033764367816091954 0.058653846153846154 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C2016AP_TBAOH800_124_-901.018_990.522_24.5616_20191214_214222.jpg TCSAD  1.0 0.48670977011494254 0.5711538461538461 0.18031609195402298 0.7384615384615385 1.0 0.5944683908045977 0.12884615384615383 0.028017241379310345 0.07115384615384615 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B1935AD_TBAOH500_201_1021.84_791.357_71.0631_20191115_004620.jpg TCSAD  1.0 0.5229885057471264 0.6298076923076923 0.16810344827586207 0.22884615384615384 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B1406AQ_TBAOH500_37_1041.13_-585.745_7.11758_20191111_131029.jpg TCSAD  1.0 0.5043103448275862 0.5322115384615385 0.020114942528735632 0.058653846153846154 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B1313AQ_TBAOH500_53_585.084_565.672_12.6212_20191110_125936.jpg TCSAD  1.0 0.7658045977011494 0.6572115384615385 0.3793103448275862 0.23942307692307693 1.0 0.8545258620689655 0.9288461538461539 0.29094827586206895 0.13846153846153847 1.0 0.350933908045977 0.44663461538461535 0.16163793103448276 0.10673076923076923 1.0 0.2672413793103448 0.25240384615384615 0.08764367816091954 0.05480769230769231 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9A4587AM_TBAOH500_252_5.15393_-32.087_5.68493_20191101_110403.jpg TCSAD  1.0 0.6573275862068965 0.5379807692307692 0.040229885057471264 0.12596153846153846 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B2398AB_TBAOH500_37_-990.809_-240.858_34.0173_20191118_090154.jpg TCSAD  1.0 0.43714080459770116 0.7658653846153847 0.2377873563218391 0.30480769230769234 1.0 0.4913793103448276 0.4394230769230769 0.25287356321839083 0.2692307692307692 1.0 0.862787356321839 0.13317307692307692 0.2744252873563218 0.2644230769230769 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C2016AJ_TBAOH800_173_-179.418_-101.142_16.057_20191214_213536.jpg TCSAD  1.0 0.16918103448275862 0.12115384615384615 0.25646551724137934 0.21153846153846154 1.0 0.4353448275862069 0.3596153846153846 0.10919540229885058 0.08269230769230769 1.0 0.5804597701149425 0.49759615384615385 0.11781609195402298 0.11826923076923077 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C1928AG_TBAOH500_233_821.346_-296.968_18.7444_20191213_133521.jpg TCSAD  1.0 0.5100574712643678 0.5576923076923077 0.0603448275862069 0.1346153846153846 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9A3851AA_TBAOH500_168_-495.006_-638.609_5.94912_20191027_044202.jpg TCSAD  1.0 0.5815373563218391 0.5168269230769231 0.10560344827586207 0.15673076923076923 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9A3715AJ_TBAOH800_34_425.937_1203.77_8.0369_20191026_102110.jpg TCSAD  1.0 0.4942528735632184 0.47115384615384615 0.03017241379310345 0.09615384615384616 1.0 0.5114942528735632 0.6 0.014367816091954023 0.05 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C2249AS_TBAOH500_175_131.957_-762.764_13.2617_20191215_113839.jpg TCSAD  1.0 0.5326867816091954 0.45625 0.05818965517241379 0.40865384615384615 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C2147AG_TBAOH500_276_-787.265_315.514_9.79684_20191214_135343.jpg TCSAD  1.0 0.7783764367816092 0.17307692307692307 0.20761494252873564 0.3423076923076923 1.0 0.6048850574712644 0.5384615384615385 0.1752873563218391 0.3384615384615385 1.0 0.4579741379310345 0.8278846153846154 0.10129310344827586 0.18461538461538463 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B1758AC_TBAOH500_57_515.474_-518.889_18.2898_20191113_234319.jpg TCSAD  1.0 0.5323275862068966 0.4447115384615385 0.0603448275862069 0.09134615384615384 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C1334AE_TBAOH500_455_-399.445_-478.007_29.7324_20191211_184323.jpg TCSAD  1.0 0.5258620689655172 0.5322115384615385 0.15229885057471265 0.24903846153846154 1.0 0.41594827586206895 0.21682692307692308 0.10488505747126436 0.14134615384615384 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B1935AD_TBAOH500_56_968.165_896.635_20.4162_20191115_004620.jpg TCSAD  1.0 0.45689655172413796 0.5024038461538461 0.13218390804597702 0.24903846153846154 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C2016BB_TBAOH800_27_-304.992_72.1307_12.0427_20191214_215838.jpg TCSAD  1.0 0.4967672413793104 0.4985576923076923 0.19755747126436782 0.3894230769230769 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B1809AC_TBAOH500_208_-1026.26_570.448_10.6067_20191113_231940.jpg TCSAD  1.0 0.5747126436781609 0.5533653846153846 0.08908045977011494 0.11634615384615385 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B1374AA_TBAOH500_137_138.425_861.693_14.417_20191111_011419.jpg TCSAD  1.0 0.5140086206896551 0.4274038461538462 0.1257183908045977 0.14903846153846154 1.0 0.550287356321839 0.3038461538461538 0.0603448275862069 0.0673076923076923 1.0 0.5847701149425287 0.20336538461538461 0.04597701149425287 0.058653846153846154 1.0 0.6138649425287356 0.0971153846153846 0.02658045977011494 0.057692307692307696 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9A4083AN_TBAOH800_129_778.712_-477.102_10.1802_20191029_005450.jpg TCSAD  1.0 0.5427442528735632 0.4735576923076923 0.21767241379310345 0.3836538461538462 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9A4774AL_TBAOH800_89_-190.587_140.442_5.67699_20191102_100048.jpg TCSAD  1.0 0.34051724137931033 0.29471153846153847 0.0617816091954023 0.06442307692307692 1.0 0.5319683908045977 0.47548076923076926 0.11709770114942529 0.1201923076923077 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C1884BA_TBAOH500_276_-156.435_-794.247_20.3684_20191213_005406.jpg TCSAD  1.0 0.3728448275862069 0.4081730769230769 0.3635057471264368 0.3855769230769231 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B2128AT_TBAOH500_157_-22.2775_316.968_18.8548_20191115_195232.jpg TCSAD  1.0 0.6734913793103448 0.6254807692307692 0.33836206896551724 0.20096153846153847 1.0 0.5549568965517242 0.4495192307692308 0.032327586206896554 0.052884615384615384 1.0 0.14655172413793105 0.5961538461538463 0.23706896551724138 0.09807692307692308 1.0 0.10955459770114942 0.14807692307692308 0.040948275862068964 0.04807692307692308 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9A2903AV_TBAOH800_107_472.012_593.706_13.3277_20191021_183546.jpg TCSAD  1.0 0.5132902298850575 0.46778846153846154 0.10129310344827586 0.11442307692307692 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B1392AV_TBAOH500_104_-10.217_-802.495_10.6355_20191111_083133.jpg TCSAD  1.0 0.4676724137931034 0.39182692307692313 0.3649425287356322 0.20096153846153847 1.0 0.12248563218390804 0.31923076923076926 0.14152298850574713 0.11730769230769231 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C1982AZ_TBAOH800_163_-305.035_-1048.25_13.3137_20191214_011830.jpg TCSAD  1.0 0.47198275862068967 0.4322115384615384 0.15373563218390804 0.13557692307692307 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9A2910AN_TBAOH500_126_-980.961_152.74_39.2798_20191021_112508.jpg TCSAD  1.0 0.5944683908045978 0.4245192307692308 0.15445402298850575 0.2932692307692308 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9A4748AL_TBAOH800_140_64.9012_1038.2_18.332_20191103_052832.jpg TCSAD  1.0 0.5043103448275862 0.32884615384615384 0.978448275862069 0.6557692307692308 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B2096AQ_TBAOH800_95_-330.77_235.579_11.1652_20191115_184639.jpg TCSAD  1.0 0.4048132183908046 0.5158653846153847 0.35129310344827586 0.24711538461538463 1.0 0.3879310344827586 0.26971153846153845 0.09339080459770115 0.1798076923076923 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9A2805AK_TBAOH800_8_-455.114_98.4602_19.9889_20191021_013410.jpg TCSAD  1.0 0.40373563218390807 0.3514423076923077 0.45689655172413796 0.6182692307692308 1.0 0.7923850574712644 0.8360576923076923 0.3218390804597701 0.3278846153846154 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B1592AQ_TBAOH500_77_-181.834_-330.485_13.5109_20191112_185016.jpg TCSAD  1.0 0.5079022988505747 0.21153846153846154 0.11637931034482758 0.42115384615384616 1.0 0.5140086206896551 0.7125 0.05675287356321839 0.5576923076923077 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9A3750AB_TBAOH800_85_137.076_167.033_13.2677_20191026_103856.jpg TCSAD  1.0 0.4734195402298851 0.4894230769230769 0.09482758620689655 0.10192307692307692 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C1982AZ_TBAOH800_324_740.85_756.76_17.9402_20191214_011830.jpg TCSAD  1.0 0.2144396551724138 0.6682692307692307 0.1372126436781609 0.19807692307692307 1.0 0.5459770114942528 0.43028846153846156 0.4224137931034483 0.3105769230769231 1.0 0.9551005747126438 0.14278846153846153 0.08979885057471264 0.11057692307692307 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B1633AC_TBAOH800_44_-63.7258_-1029.6_18.351_20191113_035244.jpg TCSAD  1.0 0.4371408045977011 0.4831730769230769 0.2478448275862069 0.10480769230769231 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C1721AJ_TBAOH800_226_-257.714_766.189_15.5471_20191215_095806.jpg TCSAD  1.0 0.6454741379310345 0.48701923076923076 0.3742816091954023 0.6990384615384615 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9A4587AE_TBAOH500_151_233.889_458.411_11.3449_20191101_105544.jpg TCSAD  1.0 0.5466954022988506 0.59375 0.06321839080459771 0.16826923076923078 1.0 0.5330459770114943 0.31634615384615383 0.04454022988505747 0.2173076923076923 1.0 0.5251436781609196 0.12307692307692307 0.033045977011494254 0.04807692307692308 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B2203AV_TBAOH500_106_466.667_399.217_11.9993_20191116_064236.jpg TCSAD  1.0 0.49102011494252873 0.4884615384615385 0.04382183908045977 0.08076923076923077 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9A4624AR_TBAOH500_9_-141.489_-212.168_10.6355_20191101_071442.jpg TCSAD  1.0 0.521551724137931 0.5461538461538461 0.07614942528735633 0.08653846153846154 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B1392AN_TBAOH500_73_270.13_-30.1951_2.8924_20191111_082301.jpg TCSAD  1.0 0.7464080459770115 0.5052884615384615 0.08764367816091954 0.047115384615384615 1.0 0.14727011494252873 0.5975961538461538 0.06321839080459771 0.04519230769230769 1.0 0.25969827586206895 0.5971153846153846 0.042385057471264365 0.06346153846153846 1.0 0.4791666666666667 0.5442307692307692 0.03879310344827586 0.026923076923076925 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B2322BD_TBAOH500_71_-420.636_641.541_15.0008_20191118_085926.jpg TCSAD  1.0 0.3110632183908046 0.3543269230769231 0.1896551724137931 0.3721153846153846 1.0 0.5298132183908046 0.5423076923076923 0.15589080459770116 0.18269230769230768 1.0 0.5474137931034483 0.31826923076923075 0.04310344827586207 0.125 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C2018AP_TBAOH500_279_-819.532_1023.34_14.4206_20191214_115606.jpg TCSAD  1.0 0.5341235632183908 0.5283653846153846 0.0625 0.041346153846153845 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9A4640AP_TBAOH800_61_673.507_330.302_63.8077_20191101_211227.jpg TCSAD  1.0 0.37320402298850575 0.42692307692307696 0.4360632183908046 0.4673076923076923 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C1245AA_TBAOH800_150_139.035_85.8464_12.0011_20191211_185850.jpg TCSAD  1.0 0.46228448275862066 0.4985576923076923 0.08117816091954023 0.13942307692307693 1.0 0.5801005747126436 0.4346153846153846 0.0653735632183908 0.025 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B0129AM_TBAOH800_29_264.443_-91.3412_7.98897_20191104_042656.jpg TCSAD  1.0 0.4594109195402299 0.42740384615384613 0.08117816091954023 0.16634615384615384 1.0 0.4568965517241379 0.2793269230769231 0.034482758620689655 0.08557692307692308 1.0 0.4389367816091954 0.15913461538461537 0.02586206896551724 0.09903846153846153 1.0 0.4170258620689655 0.037980769230769235 0.022270114942528736 0.04903846153846154 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B1313AR_TBAOH500_114_1001.29_1178.89_14.9814_20191110_130047.jpg TCSAD  1.0 0.48958333333333337 0.4701923076923077 0.29669540229885055 0.06153846153846154 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C2016AF_TBAOH800_123_437.685_691.078_9.84315_20191214_213137.jpg TCSAD  1.0 0.43534482758620685 0.46442307692307694 0.2514367816091954 0.08846153846153847 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C2036BB_TBAOH500_95_731.893_-200.455_15.471_20191214_205906.jpg TCSAD  1.0 0.5061063218390804 0.6110576923076922 0.08979885057471264 0.24519230769230768 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C1245BA_TBAOH800_206_165.877_183.073_9.79886_20191211_193035.jpg TCSAD  1.0 0.41415229885057475 0.5086538461538461 0.22341954022988506 0.05961538461538462 1.0 0.1199712643678161 0.48990384615384613 0.16235632183908047 0.07019230769230769 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C2083AB_TBAOH500_415_-233.133_-70.0892_9.07393_20191214_235216.jpg TCSAD  1.0 0.5603448275862069 0.5158653846153846 0.09913793103448276 0.052884615384615384 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C1884AU_TBAOH500_262_242.043_-578.667_159.057_20191213_004655.jpg TCSAD  1.0 0.5621408045977012 0.5923076923076923 0.5007183908045977 0.6884615384615385 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B2326AC_TBAOH500_59_-897.698_-428.363_17.8865_20191117_034640.jpg TCSAD  1.0 0.5660919540229885 0.5235576923076923 0.08908045977011494 0.10673076923076923 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B1877AT_TBAOH500_159_396.345_-800.702_9.79739_20191114_131441.jpg TCSAD  1.0 0.5366379310344828 0.5586538461538462 0.05890804597701149 0.07884615384615384 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C2083AD_TBAOH500_246_-164.058_-474.759_23.9674_20191214_235436.jpg TCSAD  1.0 0.4849137931034483 0.4735576923076923 0.08477011494252873 0.9451923076923077 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C1615AG_TBAOH800_128_-39.3912_-605.347_27.4535_20191212_013323.jpg TCSAD  1.0 0.3771551724137931 0.5721153846153846 0.35344827586206895 0.2423076923076923 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B2258AB_TBAOH500_52_-832.862_-54.9647_17.4336_20191118_090309.jpg TCSAD  1.0 0.5136494252873562 0.5754807692307692 0.19827586206896552 0.20673076923076922 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9B1758AC_TBAOH500_40_-832.103_-303.186_15.9982_20191113_234319.jpg TCSAD  1.0 0.5660919540229885 0.5841346153846154 0.06609195402298851 0.10096153846153846 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9A4634AE_TBAOH800_66_1050.52_270.538_13.8114_20191101_011756.jpg TCSAD  1.0 0.5068247126436781 0.475 0.0610632183908046 0.1423076923076923 1.0 0.6257183908045977 0.8072115384615385 0.020114942528735632 0.07211538461538461 
/home-ex/tclhk/chenww/datasets/t2/225x_add6540_panel_clean/insidePanel/TCSAD/2250_TB9C2045AD_TBAOH500_355_307.592_1223.46_30.5471_20191215_064727.jpg TCSAD  1.0 0.46623563218390807 0.35096153846153844 0.1724137931034483 0.3192307692307692 
